date;heure;PA01H;ARG;EVRY;GEN;LOGNES;MELUN;VILLEM;PA15L;A1;DEF;GON;PA13;VERS;RUR-SE;CHAMP;PA18;OPERA;BOB;MANT;STDEN;RN6;RN20;AUT;BONAP;RUR-SO;HAUS;VITRY;RN2;SOULT;BASCH;CELES;ELYS;MONTG;NEUIL;PA12;BP_EST;AUB;EIFF3;PA07;TREMB
2020-02-11;24;15;6;7;10;13;7;11;8;52;7;12;14;3;2;15;16;33;13;14;9;16;n/d;60;n/d;3;42;11;22;22;25;18;26;8;16;18;24;11;2;12;17
2020-02-12;1;13;7;5;10;10;7;8;8;46;6;10;15;3;2;15;16;25;11;9;6;9;n/d;50;n/d;3;24;12;18;22;20;15;18;8;15;13;24;9;2;9;13
2020-02-12;2;12;6;5;9;10;6;9;9;45;7;12;12;3;2;12;13;18;10;7;6;9;n/d;38;n/d;2;19;16;17;18;16;11;14;8;13;13;24;10;2;8;14
2020-02-12;3;9;6;5;8;10;5;8;9;37;6;8;10;4;2;13;11;14;9;11;5;8;n/d;38;n/d;2;16;9;13;12;13;11;11;8;11;12;17;7;3;7;13
2020-02-12;4;11;10;7;9;11;6;7;6;51;6;7;12;4;1;11;11;18;9;21;6;12;n/d;49;n/d;2;17;10;16;15;19;12;12;7;13;11;20;8;3;8;11
2020-02-12;5;14;14;8;11;16;13;12;7;75;7;12;17;5;1;21;16;26;14;18;9;26;n/d;77;n/d;3;23;19;25;21;30;15;18;12;17;14;34;13;3;11;16
2020-02-12;6;23;30;17;15;23;17;20;11;94;11;19;30;10;2;34;23;51;22;21;18;28;n/d;105;n/d;4;47;41;40;40;53;32;37;19;25;24;55;19;5;23;25
2020-02-12;7;37;28;30;27;42;24;37;22;98;24;22;47;16;4;46;40;81;36;26;24;48;n/d;109;n/d;5;65;63;52;70;61;43;58;28;39;45;79;37;7;37;47
2020-02-12;8;45;30;26;29;47;25;52;26;95;35;34;53;17;4;49;43;84;43;33;34;52;n/d;93;n/d;6;70;57;57;73;68;46;61;30;48;62;73;43;11;n/d;53
2020-02-12;9;34;27;25;24;33;18;40;22;83;38;27;38;20;3;36;34;70;36;22;26;42;n/d;82;n/d;7;63;47;46;64;66;42;53;25;38;42;61;33;11;n/d;44
2020-02-12;10;27;19;20;17;21;15;25;18;79;30;17;27;11;2;28;27;61;26;14;20;43;n/d;86;n/d;6;52;32;41;n/d;52;35;41;18;28;30;44;27;10;25;30
2020-02-12;11;19;14;17;11;18;15;24;13;74;19;11;20;10;1;23;19;52;17;9;15;38;n/d;82;n/d;2;43;19;25;n/d;34;28;30;12;21;22;25;18;6;17;21
2020-02-12;12;17;10;16;8;14;n/d;14;10;77;17;7;16;7;1;13;16;52;12;7;13;33;n/d;82;n/d;1;40;13;26;16;33;25;27;10;20;17;13;16;5;14;16
2020-02-12;13;14;12;16;9;12;n/d;13;13;71;18;7;15;7;1;10;16;42;11;7;15;30;n/d;79;n/d;1;43;11;23;15;30;27;25;9;18;19;12;13;3;11;15
2020-02-12;14;14;12;17;10;9;15;12;12;79;19;6;16;8;1;10;16;45;10;8;16;n/d;n/d;84;n/d;1;36;13;26;16;28;26;26;10;17;18;10;15;2;12;15
2020-02-12;15;18;15;n/d;12;10;16;14;12;87;18;6;14;9;1;15;17;56;12;14;21;34;n/d;88;n/d;1;47;14;29;22;33;40;29;15;22;20;17;16;4;18;18
2020-02-12;16;25;22;31;14;19;21;17;18;90;24;9;20;16;1;22;21;67;15;26;20;51;n/d;108;n/d;2;64;23;41;30;48;40;39;21;25;29;23;26;4;24;23
2020-02-12;17;32;36;43;23;33;36;32;26;103;29;17;31;29;3;41;32;80;27;39;27;77;106;115;n/d;4;63;36;49;44;71;48;53;29;40;37;38;32;14;35;36
2020-02-12;18;52;65;57;48;70;69;68;54;111;61;55;62;42;6;82;49;83;54;75;53;104;127;121;n/d;10;78;62;86;77;106;72;70;51;70;63;99;54;19;44;67
2020-02-12;19;66;80;60;62;74;64;89;58;84;77;87;83;29;6;75;53;80;81;61;67;100;117;107;n/d;11;75;70;96;84;95;71;63;49;80;82;97;64;12;50;83
2020-02-12;20;59;73;46;42;57;62;79;45;81;69;84;76;27;4;66;49;77;75;57;57;73;108;102;n/d;7;70;69;91;75;95;69;63;37;69;79;111;62;7;38;85
2020-02-12;21;54;58;28;49;48;33;72;40;87;55;76;65;19;4;51;57;77;67;60;56;74;79;73;n/d;5;64;67;85;65;80;64;50;38;60;76;108;61;11;43;78
2020-02-12;22;53;34;27;42;34;26;50;20;99;37;69;61;13;5;32;49;74;60;27;63;59;73;49;n/d;4;69;56;80;51;78;62;50;24;47;64;94;51;12;41;52
2020-02-12;23;43;22;21;36;22;18;36;15;94;23;53;42;10;6;25;44;66;42;13;52;50;58;39;n/d;5;62;40;67;44;74;40;48;19;40;54;81;39;10;35;26
2020-02-12;24;36;19;16;38;16;13;26;15;79;19;33;33;9;3;19;37;54;34;10;42;17;46;38;n/d;3;53;30;56;36;67;45;43;13;40;46;73;31;11;29;19
2020-02-13;1;29;13;9;31;11;7;18;13;63;16;26;26;6;3;11;31;44;24;8;35;11;38;27;n/d;3;40;20;46;25;52;38;35;10;31;36;60;25;8;25;13
2020-02-13;2;26;14;9;29;7;6;16;16;61;13;23;21;4;2;8;30;30;17;7;35;11;28;29;n/d;2;29;14;39;23;30;27;24;8;27;23;53;17;4;18;10
2020-02-13;3;15;11;7;22;6;6;10;14;55;11;20;17;3;2;6;18;22;14;5;24;8;29;23;n/d;2;21;12;42;15;25;14;17;7;21;22;52;16;4;14;9
2020-02-13;4;18;12;10;16;7;5;10;11;68;11;20;17;3;1;7;18;24;13;5;19;12;34;18;n/d;2;20;14;39;17;30;14;14;7;20;19;51;14;5;12;9
2020-02-13;5;20;13;11;18;10;6;10;9;71;11;17;22;4;1;7;19;28;15;6;22;14;66;33;n/d;2;26;14;40;19;54;22;16;8;20;23;70;16;5;12;8
2020-02-13;6;26;20;15;25;9;8;13;15;88;19;22;29;5;1;12;25;45;18;7;26;23;75;62;n/d;2;39;19;50;27;61;31;26;10;28;27;79;24;8;19;11
2020-02-13;7;30;17;19;27;10;12;20;13;80;28;24;31;6;1;13;28;57;21;8;31;38;67;55;n/d;2;45;22;65;37;81;30;29;10;32;33;82;28;7;18;12
2020-02-13;8;30;15;15;22;12;13;20;13;76;32;22;28;7;1;14;28;56;23;9;32;34;59;50;n/d;2;36;20;51;45;70;26;23;10;30;31;61;24;6;15;13
2020-02-13;9;28;13;14;15;19;12;17;13;62;31;22;27;8;1;15;22;44;22;11;24;23;45;52;n/d;2;29;19;48;25;59;21;23;9;25;27;53;25;6;17;14
2020-02-13;10;24;17;15;13;15;12;19;13;66;19;18;22;9;1;19;23;54;21;13;21;28;38;74;n/d;2;41;20;34;24;40;23;38;10;22;25;37;25;5;25;19
2020-02-13;11;29;22;18;15;20;17;23;15;85;22;16;25;10;1;29;n/d;78;25;9;21;51;67;102;n/d;1;58;22;48;31;40;37;51;15;30;27;44;28;4;34;26
2020-02-13;12;17;10;18;8;18;22;13;9;70;14;8;15;6;1;18;13;48;13;9;13;48;48;73;n/d;1;41;12;22;20;25;21;26;13;16;17;19;12;4;16;19
2020-02-13;13;12;9;11;6;8;12;9;7;71;10;6;10;4;0;9;11;43;9;11;8;27;24;77;n/d;0;35;10;24;13;22;16;26;8;14;14;16;13;3;16;12
2020-02-13;14;13;10;12;7;7;9;9;7;66;11;9;11;4;0;10;12;42;12;10;10;28;31;71;n/d;1;33;10;24;13;22;14;28;9;13;10;19;11;3;13;13
2020-02-13;15;16;11;10;8;9;9;n/d;7;70;12;9;12;4;0;12;16;41;12;9;12;33;33;78;n/d;2;37;14;29;20;33;18;31;9;13;14;29;16;3;15;13
2020-02-13;16;16;10;16;7;10;14;n/d;7;62;12;8;13;5;1;15;14;45;12;10;11;43;35;65;n/d;1;38;14;23;19;27;18;27;10;12;13;23;11;3;15;14
2020-02-13;17;21;13;20;13;14;17;n/d;12;71;19;10;17;10;0;16;21;54;13;14;17;47;39;77;n/d;1;54;14;30;25;35;35;32;12;19;22;19;20;5;20;18
2020-02-13;18;33;20;22;23;21;17;28;18;78;34;13;26;14;1;36;29;62;24;11;30;45;46;73;n/d;1;62;19;39;40;39;56;44;16;31;35;29;25;5;22;29
2020-02-13;19;24;11;22;20;21;18;25;18;63;29;10;25;9;1;24;26;55;18;10;17;40;40;71;n/d;1;56;16;36;25;36;44;35;20;21;31;19;24;4;24;24
2020-02-13;20;26;10;18;17;14;14;20;13;68;22;8;21;10;1;20;26;54;18;9;16;27;26;76;n/d;1;55;12;30;26;33;39;35;14;26;28;21;18;4;20;18
2020-02-13;21;22;8;14;16;13;11;18;12;66;21;8;22;8;1;21;21;43;16;8;14;29;31;72;n/d;1;47;12;24;18;31;30;29;11;21;20;16;14;2;15;16
2020-02-13;22;16;6;13;13;11;9;15;14;70;24;8;16;6;0;13;19;39;11;8;12;24;27;63;n/d;0;43;11;27;15;25;29;29;10;17;19;12;17;3;18;19
2020-02-13;23;16;7;9;13;8;7;13;11;68;18;8;16;6;0;13;20;43;13;6;14;16;18;73;n/d;0;50;10;24;14;27;30;27;10;16;23;13;14;3;13;17
2020-02-13;24;13;6;8;10;11;6;12;11;56;12;8;14;5;0;12;19;30;12;5;12;13;17;60;n/d;0;36;9;20;14;25;24;23;7;15;23;14;11;2;11;20
2020-02-14;1;12;6;9;9;10;7;10;7;48;14;8;15;3;1;12;15;30;11;5;10;14;27;40;n/d;1;32;8;20;13;18;21;21;6;15;18;12;10;2;7;20
2020-02-14;2;11;6;10;11;10;6;10;7;54;11;9;12;4;0;10;14;25;13;7;9;12;21;40;n/d;0;31;7;21;11;16;17;20;4;16;15;10;11;1;7;20
2020-02-14;3;12;10;11;11;11;9;10;8;57;8;11;12;4;1;11;14;21;12;9;11;12;49;47;n/d;0;35;12;19;15;19;16;17;8;18;15;20;12;2;8;17
2020-02-14;4;15;15;8;11;14;9;10;6;67;8;17;16;4;1;23;15;26;16;8;13;16;45;70;n/d;1;27;23;24;21;25;23;18;10;21;21;43;15;3;10;18
2020-02-14;5;15;17;11;11;29;14;15;8;84;7;20;14;8;1;33;15;28;11;9;18;31;78;86;n/d;1;25;18;24;16;29;24;18;11;19;16;27;14;3;10;21
2020-02-14;6;19;22;32;16;32;22;18;14;107;15;14;23;13;1;33;24;49;16;19;25;42;77;116;n/d;1;42;24;43;27;42;35;38;22;29;22;32;29;5;19;24
2020-02-14;7;31;37;37;28;42;36;29;24;112;22;21;40;29;2;44;34;71;30;31;34;56;90;110;n/d;3;65;33;55;42;51;54;54;25;34;37;42;42;4;29;55
2020-02-14;8;47;46;44;36;53;34;42;29;101;33;34;52;25;4;48;45;86;35;38;43;64;102;104;n/d;5;69;48;56;55;59;47;65;32;52;43;49;47;9;44;52
2020-02-14;9;40;38;38;33;44;34;37;27;99;43;29;40;21;2;46;41;77;42;30;40;62;80;102;n/d;11;69;51;56;61;64;47;64;30;46;42;55;42;13;40;52
2020-02-14;10;36;30;27;25;31;30;34;23;92;37;24;32;16;1;38;36;77;35;24;33;53;78;101;n/d;12;61;35;51;54;56;40;59;27;38;34;48;35;11;36;41
2020-02-14;11;31;28;26;19;28;24;31;19;83;38;22;45;12;3;36;32;74;29;17;32;52;83;112;n/d;8;56;35;52;49;61;40;55;30;36;35;58;35;14;46;37
2020-02-14;12;23;20;23;13;28;20;n/d;12;83;32;18;26;10;1;32;23;66;21;13;20;54;82;100;n/d;3;55;29;45;43;56;33;46;20;27;29;55;23;11;22;22
2020-02-14;13;23;17;21;8;17;17;n/d;12;80;21;11;24;9;1;23;18;66;20;11;16;41;66;103;n/d;3;53;18;38;34;53;35;45;14;25;23;45;18;11;n/d;21
2020-02-14;14;24;19;20;9;16;17;16;9;78;25;10;18;6;1;21;16;57;18;14;15;50;65;87;n/d;2;45;17;49;32;52;27;37;16;23;22;47;19;6;n/d;22
2020-02-14;15;20;14;21;11;15;18;14;9;66;31;17;17;5;1;17;16;54;14;14;15;58;71;79;n/d;2;43;18;61;37;53;25;28;14;24;21;48;25;5;n/d;16
2020-02-14;16;25;20;28;12;15;18;18;11;70;35;16;23;7;1;16;18;63;19;21;17;62;78;86;n/d;1;46;17;71;43;63;28;33;12;28;29;57;25;4;10;20
2020-02-14;17;32;28;34;17;22;28;22;18;72;48;26;30;9;3;26;23;60;28;29;29;77;98;94;n/d;4;45;27;75;51;75;41;43;25;37;38;61;34;8;21;27
2020-02-14;18;42;37;50;25;44;55;39;30;68;54;37;54;13;3;47;36;75;39;55;33;96;120;96;n/d;7;59;40;79;63;91;49;54;34;52;49;73;47;11;32;42
2020-02-14;19;55;36;40;37;49;56;63;36;80;62;44;64;17;9;42;45;86;55;43;46;91;122;79;n/d;9;74;59;92;68;98;65;50;32;57;71;113;52;10;36;54
2020-02-14;20;59;44;36;36;59;48;54;29;77;52;63;64;19;11;40;57;84;50;45;55;84;93;93;n/d;6;65;50;90;67;100;67;56;23;60;74;108;55;12;35;42
2020-02-14;21;60;36;33;39;31;37;49;31;98;39;69;62;14;5;32;52;81;51;34;60;64;90;75;n/d;5;70;49;86;59;91;76;51;21;54;61;103;51;10;30;38
2020-02-14;22;61;32;33;41;29;30;44;33;89;34;51;56;11;4;31;57;80;41;30;55;58;88;69;n/d;5;76;43;81;48;79;79;55;22;51;52;89;47;8;36;34
2020-02-14;23;51;30;24;45;18;20;34;32;93;30;43;45;11;3;19;58;69;37;22;58;40;77;60;n/d;4;62;36;77;43;69;70;47;26;54;49;88;44;10;41;29
2020-02-14;24;41;22;25;46;17;14;24;31;92;25;44;37;12;4;16;43;64;37;19;56;40;73;64;n/d;5;57;26;75;52;67;40;48;15;57;54;72;46;14;38;21
2020-02-15;1;39;18;14;32;14;14;27;30;78;27;44;31;11;3;16;35;59;33;12;40;36;63;64;n/d;5;59;24;59;36;57;31;39;14;47;46;70;31;9;30;16
2020-02-15;2;39;18;13;31;18;16;21;25;72;22;36;29;11;3;17;37;50;24;9;39;35;63;49;n/d;4;47;23;46;28;47;44;34;14;37;33;65;26;8;27;15
2020-02-15;3;32;16;14;33;10;15;20;17;63;18;30;26;8;2;12;32;43;23;10;30;23;52;41;n/d;3;40;23;42;27;44;43;29;13;32;29;69;23;5;19;13
2020-02-15;4;28;14;16;22;12;15;18;14;72;13;33;26;9;3;11;30;40;21;8;29;19;55;50;n/d;3;42;23;46;29;46;35;27;12;28;28;69;25;3;14;13
2020-02-15;5;28;17;17;20;18;13;23;14;77;14;34;36;7;2;19;30;42;22;9;32;19;74;63;n/d;2;44;25;49;27;57;37;29;12;30;32;77;29;2;14;13
2020-02-15;6;38;14;20;18;29;24;31;11;78;19;48;46;6;3;19;34;48;25;8;37;28;50;63;n/d;2;51;30;53;30;71;56;37;21;33;34;86;34;3;16;19
2020-02-15;7;50;17;21;30;20;27;30;12;91;22;40;43;8;3;20;45;61;30;14;46;48;72;64;n/d;3;63;31;57;37;73;63;51;18;39;42;84;37;2;18;19
2020-02-15;8;42;21;24;42;14;18;28;20;91;27;36;37;9;3;19;47;58;30;14;47;48;82;65;n/d;3;56;36;61;37;69;53;35;20;47;44;76;36;0;20;18
2020-02-15;9;36;18;19;23;16;20;23;15;69;40;34;33;7;2;18;35;54;26;12;31;32;68;71;n/d;4;43;30;54;33;64;31;28;17;34;38;73;34;5;22;17
2020-02-15;10;30;18;15;15;14;18;22;12;71;38;27;29;7;2;16;29;47;24;10;24;32;63;69;n/d;3;32;20;53;27;62;27;23;12;26;38;69;31;7;15;19
2020-02-15;11;23;15;13;19;11;12;17;12;79;26;27;25;6;1;13;25;49;19;10;27;40;63;62;n/d;2;40;19;57;25;58;26;23;10;28;30;65;24;7;15;16
2020-02-15;12;22;14;9;15;8;12;13;9;73;22;18;21;5;1;11;20;50;14;8;21;34;42;56;n/d;1;37;13;56;22;52;20;18;9;23;24;53;20;6;10;11
2020-02-15;13;15;8;8;10;7;10;10;6;67;19;14;14;4;0;7;12;42;11;8;14;27;43;59;n/d;1;32;11;44;17;43;14;14;7;17;19;60;14;3;6;8
2020-02-15;14;18;10;9;10;8;9;10;8;66;23;13;16;5;1;8;13;44;10;8;14;27;58;55;n/d;1;26;12;55;25;58;16;18;7;22;25;65;17;3;7;9
2020-02-15;15;22;13;13;13;10;12;13;9;88;23;16;19;5;1;11;21;62;12;9;23;32;69;60;n/d;2;46;15;60;23;62;23;22;8;27;27;67;17;6;11;12
2020-02-15;16;26;16;13;15;10;11;14;10;83;23;16;24;6;1;12;26;61;13;9;31;33;78;67;n/d;2;49;19;61;23;64;25;20;10;25;28;64;23;5;10;10
2020-02-15;17;31;13;13;18;15;15;14;11;79;27;20;28;6;2;14;27;60;16;10;30;34;71;64;n/d;2;36;21;62;28;67;31;25;11;27;33;64;24;6;12;13
2020-02-15;18;28;12;13;16;18;17;18;11;63;24;23;31;6;3;13;22;52;19;10;21;30;75;58;n/d;2;29;19;62;26;63;25;24;12;28;37;51;27;5;13;15
2020-02-15;19;24;13;13;15;13;15;17;11;60;24;19;25;9;2;14;23;55;17;10;22;28;64;55;n/d;2;35;16;57;23;67;22;26;11;26;35;56;21;4;12;16
2020-02-15;20;25;12;12;16;14;13;16;10;64;23;19;25;5;2;14;23;54;15;8;23;24;52;52;n/d;2;31;18;52;25;65;25;20;8;25;32;63;20;4;10;13
2020-02-15;21;21;8;9;11;13;11;12;8;58;19;16;22;4;2;10;20;43;14;8;17;18;30;40;n/d;2;25;14;46;17;51;18;17;7;20;32;50;19;4;7;10
2020-02-15;22;16;6;6;7;6;8;10;6;45;13;12;15;3;1;8;15;33;11;7;13;15;25;41;n/d;2;18;8;39;14;34;13;17;7;16;26;37;14;3;6;10
2020-02-15;23;13;5;6;7;7;8;8;5;44;11;10;13;3;1;6;12;31;8;7;10;11;19;40;n/d;2;17;7;28;14;36;12;12;5;15;26;35;11;3;5;8
2020-02-15;24;11;5;5;6;6;5;8;5;33;11;8;13;3;1;6;10;24;9;6;8;7;17;33;n/d;2;14;6;27;13;27;11;11;5;15;22;30;10;3;4;9
2020-02-16;1;10;5;4;6;4;5;6;5;34;10;7;10;3;1;4;10;23;8;5;7;8;13;26;n/d;2;12;6;23;9;24;9;10;5;12;19;20;9;3;3;7
2020-02-16;2;10;3;4;5;4;6;4;4;31;6;7;9;3;1;4;9;20;8;4;7;7;11;20;n/d;2;13;6;23;8;19;8;8;4;9;15;20;8;2;3;6
2020-02-16;3;n/d;3;3;4;4;4;4;4;25;6;6;7;3;1;4;7;14;6;7;5;5;10;15;n/d;1;9;7;18;6;14;6;8;4;9;14;18;6;2;3;6
2020-02-16;4;8;3;3;4;3;4;4;4;22;6;5;7;2;1;4;6;12;6;3;4;5;10;16;n/d;2;10;7;16;5;15;6;7;3;8;10;15;6;2;3;5
2020-02-16;5;7;3;4;5;4;4;5;4;29;6;5;8;2;1;4;7;12;6;3;5;5;10;19;n/d;2;10;7;19;6;18;6;8;4;8;14;21;6;3;3;5
2020-02-16;6;7;4;4;5;4;5;6;4;25;6;6;9;3;1;4;8;11;6;4;6;4;12;18;n/d;2;8;7;19;7;17;6;7;5;10;17;20;7;3;4;6
2020-02-16;7;8;4;5;6;4;5;6;5;29;8;6;9;3;1;6;8;12;7;5;6;6;13;18;n/d;2;8;9;20;8;19;7;7;5;10;21;24;7;3;4;6
2020-02-16;8;9;5;5;7;4;6;6;5;25;10;7;10;3;1;6;9;12;7;5;6;7;15;20;n/d;2;11;8;20;8;21;7;7;5;11;20;23;7;2;4;7
2020-02-16;9;9;5;5;6;5;6;9;5;29;11;7;10;3;1;6;9;14;7;6;6;10;22;22;n/d;2;10;9;20;9;22;7;7;5;10;20;24;7;3;4;7
2020-02-16;10;8;6;5;6;4;6;7;5;31;10;7;9;3;1;5;8;14;7;6;6;11;23;26;n/d;2;10;8;22;9;18;7;8;5;11;15;23;7;2;4;7
2020-02-16;11;10;6;7;6;4;6;7;5;36;10;7;9;3;1;6;10;19;8;6;8;16;29;34;n/d;2;12;9;30;10;24;7;11;5;11;13;22;8;3;5;7
2020-02-16;12;10;6;6;7;4;5;8;5;37;10;8;10;3;0;6;9;21;9;5;8;15;23;34;n/d;1;12;9;28;11;27;8;12;5;11;13;25;8;2;5;8
2020-02-16;13;9;4;6;5;3;5;5;4;38;9;7;8;2;0;4;8;20;8;5;7;15;20;29;n/d;1;12;7;29;8;20;7;10;4;9;10;21;8;2;4;7
2020-02-16;14;8;4;7;4;2;4;4;4;33;8;7;8;2;0;4;7;20;6;5;6;17;21;29;n/d;1;11;7;26;8;19;6;10;3;8;10;22;7;2;3;6
2020-02-16;15;8;4;7;5;4;4;6;4;27;8;6;8;2;0;4;7;22;7;5;8;18;21;32;n/d;1;13;7;22;9;24;8;11;4;9;9;23;8;2;4;6
2020-02-16;16;10;4;6;5;4;5;8;5;30;9;7;9;2;0;5;9;23;8;5;8;19;26;32;n/d;1;18;10;25;12;27;9;14;5;9;11;23;9;2;4;8
2020-02-16;17;11;5;7;6;4;5;9;5;27;8;7;10;3;1;6;9;22;10;5;9;22;30;33;n/d;0;17;10;26;12;26;10;13;5;8;13;23;10;2;6;9
2020-02-16;18;n/d;5;9;6;4;6;7;5;22;8;7;10;3;1;6;9;20;9;5;9;22;30;31;n/d;1;20;9;25;13;31;10;14;5;8;13;22;10;2;7;10
2020-02-16;19;n/d;8;9;6;4;6;6;7;34;8;8;12;3;1;5;12;24;9;10;11;17;25;40;n/d;1;21;10;26;14;27;12;18;5;9;11;22;10;3;9;8
2020-02-16;20;n/d;7;6;10;8;5;12;8;64;10;6;10;5;1;8;15;33;9;9;11;14;21;66;n/d;0;32;10;26;13;21;25;25;6;14;15;11;12;2;12;13
2020-02-16;21;n/d;6;9;8;10;5;12;7;74;10;6;11;4;0;11;15;31;9;11;10;11;23;73;n/d;0;32;9;22;11;19;20;20;7;15;15;14;12;2;11;12
2020-02-16;22;n/d;7;8;9;11;6;10;6;74;7;9;11;3;0;11;14;32;9;9;10;19;22;78;n/d;0;26;11;21;12;23;19;23;7;13;14;17;12;3;19;14
2020-02-16;23;n/d;5;6;8;9;6;10;5;65;7;11;13;3;0;13;15;32;11;6;8;15;22;65;n/d;1;29;16;24;20;24;15;21;6;15;15;40;12;2;11;14
2020-02-16;24;n/d;4;4;6;7;5;9;4;48;6;9;9;2;0;10;11;20;7;6;4;11;16;40;n/d;1;20;14;19;14;18;9;13;5;11;10;29;7;2;6;12
2020-02-17;1;n/d;4;4;6;6;4;8;3;42;6;7;8;2;0;8;10;18;5;4;5;7;12;29;n/d;1;18;11;13;12;16;10;13;5;11;8;24;7;2;4;10
2020-02-17;2;n/d;3;4;6;5;4;7;3;33;5;6;7;2;0;7;9;15;5;5;6;7;11;24;n/d;1;14;14;13;15;16;9;10;5;9;9;35;6;2;3;8
2020-02-17;3;n/d;5;6;6;4;4;6;4;31;5;6;8;3;1;7;8;12;5;4;9;7;27;22;n/d;2;11;16;15;17;15;8;10;5;10;8;35;6;2;3;8
2020-02-17;4;n/d;11;9;7;5;5;8;5;48;5;10;10;3;0;9;8;12;8;6;17;10;38;39;n/d;1;12;18;25;18;28;12;12;6;12;15;60;10;3;5;9
2020-02-17;5;n/d;22;13;9;12;10;15;8;65;10;14;22;4;1;15;12;25;16;13;16;24;85;68;n/d;1;23;19;47;27;61;18;15;8;25;32;72;17;5;8;14
2020-02-17;6;n/d;27;24;17;23;14;26;15;72;22;24;44;8;1;21;21;52;26;24;24;33;104;99;n/d;2;47;30;73;44;85;39;29;11;43;41;89;28;6;18;20
2020-02-17;7;n/d;29;34;25;30;22;36;24;74;46;35;54;14;1;25;30;67;36;23;37;53;109;102;n/d;3;53;42;79;56;103;42;41;14;53;63;84;43;7;n/d;27
2020-02-17;8;n/d;32;45;25;36;26;37;27;77;58;42;53;13;2;30;41;78;44;23;42;63;88;89;n/d;3;60;41;74;61;80;54;47;19;51;62;83;47;9;n/d;30
2020-02-17;9;n/d;29;35;25;25;23;30;23;70;47;34;37;12;2;34;32;70;37;14;42;65;77;88;n/d;2;56;32;58;65;65;44;47;21;39;47;61;41;8;n/d;35
2020-02-17;10;n/d;23;18;18;18;22;22;16;71;34;25;26;7;3;23;23;60;27;9;29;50;57;75;n/d;2;46;23;51;42;52;33;36;16;31;33;56;31;6;n/d;26
2020-02-17;11;n/d;14;12;9;12;14;12;10;69;21;13;15;6;2;14;15;50;16;9;13;44;34;70;n/d;1;33;18;31;22;n/d;19;28;9;17;14;35;17;5;n/d;16
2020-02-17;12;n/d;11;11;6;9;14;9;7;63;15;8;12;4;1;10;12;49;11;9;10;42;34;68;n/d;2;33;13;21;14;26;15;26;7;12;12;19;12;4;12;12
2020-02-17;13;n/d;9;11;6;9;10;8;n/d;69;14;7;10;4;n/d;9;11;34;9;7;8;28;39;59;n/d;1;32;13;24;n/d;n/d;15;n/d;7;13;10;20;11;3;n/d;14
2020-02-17;14;n/d;11;16;6;10;11;8;7;75;13;7;10;3;1;12;11;41;12;8;n/d;30;32;80;n/d;1;39;13;19;12;26;16;32;7;15;11;18;12;3;n/d;13
2020-02-17;15;n/d;14;15;8;8;12;9;7;77;14;6;11;4;1;11;15;49;12;10;14;42;33;77;n/d;1;38;12;25;18;29;18;27;7;17;11;23;15;4;n/d;14
2020-02-17;16;n/d;14;16;7;10;13;12;8;76;14;8;13;5;1;11;11;47;11;12;12;50;39;81;n/d;1;37;14;19;21;26;24;29;8;14;14;27;n/d;4;14;16
2020-02-17;17;n/d;16;21;13;14;16;14;12;76;22;9;16;10;2;17;22;52;14;15;18;47;55;86;n/d;2;48;17;32;23;31;29;36;12;19;15;22;n/d;5;19;16
2020-02-17;18;n/d;21;31;17;19;26;22;19;74;28;13;22;21;3;22;27;59;20;18;20;62;62;94;n/d;3;53;21;36;30;40;40;44;18;30;26;22;27;4;26;26
2020-02-17;19;n/d;20;40;21;28;24;23;26;79;23;24;29;16;4;32;31;58;27;21;25;48;57;92;n/d;3;55;36;43;30;42;41;49;28;33;29;31;27;6;32;33
2020-02-17;20;n/d;13;21;14;19;19;17;13;69;19;20;19;7;3;21;22;42;19;19;17;33;49;80;n/d;2;38;20;31;19;29;25;32;17;19;20;22;17;5;18;26
2020-02-17;21;n/d;10;14;11;13;14;12;10;66;13;14;15;6;1;16;16;33;13;15;12;30;37;73;n/d;4;32;17;21;17;25;18;26;12;14;16;26;12;4;16;17
2020-02-17;22;n/d;11;8;10;14;9;12;8;57;11;12;16;7;2;21;20;34;12;12;11;27;26;62;n/d;3;34;24;27;22;33;17;29;19;17;18;30;15;4;17;15
2020-02-17;23;n/d;8;7;11;15;7;11;6;50;11;13;15;5;2;17;17;33;10;8;12;18;21;58;n/d;3;31;14;22;16;28;15;25;16;18;16;21;12;4;11;16
2020-02-17;24;n/d;6;6;9;11;5;9;6;48;8;11;13;4;1;16;15;25;10;12;8;11;18;40;n/d;2;24;14;23;14;23;12;20;10;15;17;20;12;3;10;15
2020-02-18;1;n/d;6;6;8;10;6;9;5;36;6;10;11;3;1;14;12;19;9;9;6;10;13;29;n/d;2;18;16;17;13;16;9;14;8;13;16;22;9;2;9;13
2020-02-18;2;n/d;6;5;7;8;6;9;4;34;6;10;9;3;1;11;12;15;8;8;5;8;18;25;n/d;3;16;18;13;14;13;8;13;8;12;15;24;7;3;8;11
2020-02-18;3;n/d;6;4;8;12;5;9;4;30;5;10;10;3;1;13;12;13;8;9;5;7;27;26;n/d;2;17;23;15;17;14;7;11;8;12;13;33;9;3;7;11
2020-02-18;4;n/d;13;5;9;10;8;11;6;52;5;10;12;4;1;15;14;16;8;17;7;14;40;39;n/d;2;17;26;20;26;20;11;13;8;16;15;44;11;3;6;12
