date;heure;PA01H;GEN;LOGNES;PA15L;CERGY;NOGENT;A1;DEF;RUR-NO;PA18;OPERA;BOB;RUR_S;RN6;RN2;HAUS;AUT;VITRY;RD934;BASCH;ELYS;RAMBO;BP_EST;TREMB
2020-02-03;16;19;9;13;7;10;12;n/d;14;9;13;31;19;9;18;45;30;33;13;12;25;25;10;29;20
2020-02-03;17;19;10;12;5;9;11;n/d;16;11;13;18;11;19;26;29;21;26;10;13;17;23;16;28;17
2020-02-03;18;19;11;13;18;18;10;n/d;13;18;13;31;21;30;35;27;31;39;24;16;27;25;33;31;15
2020-02-03;19;31;24;24;28;29;22;n/d;29;35;27;48;40;23;38;40;42;45;29;27;39;32;38;39;21
2020-02-03;20;31;29;27;21;32;24;n/d;27;26;30;43;38;20;29;31;34;36;25;20;33;27;24;32;29
2020-02-03;21;28;22;24;15;8;25;26;23;3;27;32;23;19;27;25;23;21;23;28;20;24;24;25;24
2020-02-03;22;10;9;20;7;6;13;8;11;4;12;16;6;9;17;6;5;13;2;11;4;4;3;3;10
2020-02-03;23;3;2;6;0;3;4;12;2;7;2;7;5;6;0;5;7;14;1;4;4;4;7;3;1
2020-02-03;24;1;2;5;0;6;1;8;5;4;3;14;6;3;1;2;6;9;3;2;4;5;5;3;2
2020-02-04;1;4;3;3;0;7;1;8;6;10;2;n/d;5;3;3;0;9;7;6;4;3;7;15;2;3
2020-02-04;2;7;6;5;3;14;3;16;9;13;5;4;8;3;7;5;14;11;12;4;7;8;11;5;6
2020-02-04;3;11;8;10;11;13;8;21;16;19;8;9;15;6;10;8;14;17;12;12;7;13;11;16;9
2020-02-04;4;13;11;12;12;12;11;21;17;14;12;17;12;10;11;16;16;19;12;12;13;13;13;19;11
2020-02-04;5;12;10;13;7;14;10;33;14;13;12;16;14;10;20;13;12;19;13;14;15;14;13;11;9
2020-02-04;6;13;10;13;3;12;8;n/d;14;14;11;14;13;8;15;10;16;24;13;11;11;11;12;17;12
2020-02-04;7;10;9;11;4;11;5;n/d;7;12;9;12;8;12;12;18;18;23;11;13;11;21;17;13;12
2020-02-04;8;12;7;10;10;8;8;n/d;13;12;11;18;9;11;19;15;28;21;17;10;15;18;11;15;10
2020-02-04;9;14;11;12;10;8;11;n/d;16;13;15;27;11;8;26;19;26;20;8;9;11;19;15;17;10
2020-02-04;10;14;9;10;9;11;9;n/d;18;16;12;32;10;8;18;11;20;19;8;8;12;19;12;16;10
2020-02-04;11;n/d;10;n/d;11;10;9;n/d;24;13;13;n/d;13;9;16;16;24;21;16;9;13;24;13;19;9
2020-02-04;12;n/d;13;n/d;11;15;11;n/d;24;17;15;n/d;12;14;8;31;35;38;17;18;24;23;9;19;11
2020-02-04;13;n/d;15;11;14;10;14;n/d;n/d;15;13;n/d;16;10;16;22;26;40;15;12;26;23;18;21;10
2020-02-04;14;n/d;16;11;16;16;14;n/d;n/d;13;14;30;20;11;21;20;30;36;17;11;20;26;15;18;11
2020-02-04;15;n/d;17;12;13;15;11;n/d;n/d;11;16;30;14;16;19;20;24;47;15;23;23;28;18;16;13
2020-02-04;16;n/d;19;13;15;20;13;n/d;n/d;17;17;21;14;15;19;28;29;36;22;19;31;25;20;23;14
2020-02-04;17;n/d;18;14;16;21;13;n/d;n/d;16;19;22;19;18;19;28;32;38;17;15;25;29;17;22;16
2020-02-04;18;n/d;17;18;16;18;18;n/d;26;18;21;24;20;16;26;28;24;36;19;22;27;28;19;22;17
2020-02-04;19;n/d;17;19;19;16;18;46;23;20;20;22;21;12;26;26;24;38;21;22;25;28;14;20;16
2020-02-04;20;n/d;19;17;19;19;17;47;24;21;20;39;25;15;20;29;27;40;20;20;31;29;23;24;15
2020-02-04;21;n/d;20;19;17;25;18;45;28;22;23;30;23;17;22;20;23;34;19;13;28;25;23;25;15
2020-02-04;22;n/d;20;18;12;20;16;35;27;25;20;29;18;18;26;27;26;33;23;12;27;22;18;20;17
2020-02-04;23;n/d;19;14;18;20;15;39;25;16;21;26;18;17;24;21;25;35;23;18;28;27;20;23;16
2020-02-04;24;n/d;19;17;13;20;18;30;21;18;20;28;21;19;19;20;22;28;21;13;24;22;21;12;15
2020-02-05;1;n/d;14;18;8;13;15;15;17;14;12;20;15;16;20;13;18;19;14;12;16;15;21;12;14
2020-02-05;2;n/d;9;13;6;10;7;12;20;14;9;12;10;18;14;7;14;23;10;11;7;10;18;12;10
2020-02-05;3;n/d;10;7;5;10;6;19;16;15;8;11;6;12;14;3;14;20;6;6;10;12;16;11;8
2020-02-05;4;n/d;10;6;7;11;5;20;17;11;9;9;14;17;11;9;9;21;6;5;9;9;16;13;7
2020-02-05;5;n/d;11;7;10;12;5;31;15;13;7;12;9;10;8;12;10;57;6;3;14;8;10;13;8
2020-02-05;6;n/d;15;9;7;12;8;47;14;9;11;21;7;13;16;22;15;57;13;12;23;12;16;18;11
2020-02-05;7;n/d;20;12;11;13;8;61;23;14;14;16;13;15;12;23;24;47;14;12;26;18;11;14;13
2020-02-05;8;n/d;26;12;13;20;13;60;30;11;16;28;22;17;28;25;23;48;20;16;25;23;14;23;18
2020-02-05;9;n/d;32;16;17;15;17;55;39;12;20;35;21;n/d;43;23;22;45;21;32;32;18;n/d;27;20
2020-02-05;10;n/d;28;19;18;17;17;65;37;13;20;31;19;16;36;25;26;58;20;63;26;23;n/d;36;n/d
2020-02-05;11;n/d;21;12;22;15;16;62;30;n/d;21;28;17;19;20;26;23;62;20;49;34;19;n/d;45;n/d
2020-02-05;12;n/d;17;11;15;16;13;45;30;n/d;19;33;15;17;23;23;20;52;19;39;27;27;11;26;9
2020-02-05;13;n/d;17;10;10;8;8;55;28;n/d;17;28;12;21;18;32;19;50;8;54;28;21;17;23;10
2020-02-05;14;n/d;13;9;6;6;10;54;19;n/d;15;21;12;15;25;36;25;46;10;38;21;n/d;23;36;9
2020-02-05;15;n/d;12;7;8;9;11;45;20;n/d;14;32;16;10;29;35;28;53;10;56;24;n/d;16;40;7
2020-02-05;16;n/d;16;8;10;9;9;46;28;n/d;14;27;18;7;27;44;28;53;10;39;23;n/d;17;40;9
2020-02-05;17;n/d;17;12;9;16;11;55;27;n/d;17;19;17;n/d;29;37;31;27;16;67;22;27;19;30;10
2020-02-05;18;n/d;17;14;7;15;11;40;33;n/d;18;19;17;11;40;39;24;40;15;61;21;26;21;37;18
2020-02-05;19;n/d;20;18;16;22;14;34;28;n/d;18;25;24;13;40;38;29;38;15;82;28;26;18;49;31
2020-02-05;20;n/d;21;19;13;30;17;40;22;21;21;32;28;13;34;42;32;25;23;76;31;34;26;76;33
2020-02-05;21;n/d;28;21;13;23;22;48;19;16;19;25;31;14;31;50;28;28;22;57;30;31;17;60;36
2020-02-05;22;n/d;33;23;17;27;21;39;19;28;21;22;39;12;37;48;29;25;23;50;37;23;13;40;34
2020-02-05;23;n/d;23;18;12;33;20;36;16;34;18;18;28;10;29;37;25;23;25;37;35;24;14;21;35
2020-02-05;24;n/d;19;14;16;31;18;31;15;31;16;16;19;13;21;27;21;26;24;36;26;22;14;18;33
2020-02-06;1;n/d;23;15;14;29;16;38;15;22;16;24;24;11;24;30;26;25;23;33;23;20;18;19;33
2020-02-06;2;n/d;32;15;13;25;18;34;15;26;16;18;26;8;26;26;21;23;16;27;25;20;16;23;32
2020-02-06;3;n/d;31;14;11;21;18;38;14;26;19;16;31;9;23;42;14;22;14;26;21;19;14;20;31
2020-02-06;4;n/d;28;15;10;23;21;35;17;26;25;17;27;10;15;39;15;24;14;29;21;18;14;23;26
2020-02-06;5;n/d;26;16;9;21;22;53;23;23;27;15;25;12;20;33;19;44;21;39;37;18;11;45;22
2020-02-06;6;n/d;28;19;13;19;23;60;30;24;28;27;36;10;26;52;29;52;18;82;35;27;13;53;25
2020-02-06;7;n/d;30;20;23;21;25;71;27;19;31;29;34;17;25;54;34;58;26;40;38;23;21;53;30
2020-02-06;8;n/d;30;22;32;27;28;69;35;25;41;36;34;15;23;77;46;41;34;79;42;37;43;51;34
2020-02-06;9;n/d;33;30;23;31;32;67;44;22;51;55;37;15;35;80;56;71;37;49;41;50;26;56;37
2020-02-06;10;n/d;35;30;23;23;31;107;45;26;45;59;40;18;39;58;52;96;36;127;40;46;19;45;34
2020-02-06;11;n/d;41;25;18;22;30;76;50;24;39;57;37;14;63;63;44;75;37;66;38;35;21;48;26
2020-02-06;12;n/d;34;15;18;22;26;57;42;10;36;42;15;15;39;53;32;58;29;33;35;30;11;51;21
2020-02-06;13;n/d;22;11;18;18;19;55;32;18;24;30;17;10;37;44;33;69;20;38;36;28;14;52;17
2020-02-06;14;n/d;20;9;14;12;11;53;30;16;20;32;15;12;21;34;37;n/d;15;40;30;33;18;37;11
2020-02-06;15;21;18;9;13;14;11;48;30;14;21;31;15;19;19;41;29;65;14;46;23;28;12;34;12
2020-02-06;16;18;18;10;12;11;8;48;33;10;19;28;20;9;29;34;31;50;18;37;22;25;15;53;12
2020-02-06;17;23;17;9;16;16;7;36;30;14;19;31;24;17;25;48;33;57;22;53;24;22;10;49;15
2020-02-06;18;24;20;14;15;27;18;53;31;20;21;33;27;12;30;41;37;48;25;38;23;29;10;44;19
2020-02-06;19;27;23;23;20;22;27;56;27;17;22;39;23;9;41;52;39;52;40;54;35;26;13;48;26
2020-02-06;20;29;25;28;20;18;27;58;34;24;25;47;27;10;32;47;36;56;32;60;32;32;18;48;28
2020-02-06;21;34;25;30;23;20;27;44;30;22;28;43;27;12;38;46;37;50;34;65;37;29;22;53;35
2020-02-06;22;30;27;31;18;22;28;49;25;25;28;32;33;13;33;53;34;44;24;36;28;28;17;47;32
2020-02-06;23;24;28;21;24;27;30;37;25;23;28;22;29;14;34;42;26;37;21;30;35;23;15;45;30
2020-02-06;24;22;25;15;14;24;30;38;26;20;26;27;24;13;39;34;24;29;29;16;38;29;10;45;25
2020-02-07;1;20;25;14;16;18;23;39;24;25;26;26;23;13;31;40;22;28;13;15;23;23;17;34;26
2020-02-07;2;17;24;13;15;19;19;33;23;24;28;21;24;12;31;41;16;22;15;13;17;19;14;30;25
2020-02-07;3;16;26;13;10;15;15;30;20;22;23;15;16;10;22;22;15;28;16;11;14;17;13;33;22
2020-02-07;4;15;21;12;11;8;11;41;16;27;13;13;11;15;20;25;17;21;14;15;18;17;12;28;19
2020-02-07;5;13;20;11;9;15;10;56;14;26;12;12;15;14;25;21;18;24;15;13;28;15;10;41;18
2020-02-07;6;15;23;12;10;16;10;37;18;18;12;17;20;15;31;33;25;30;18;15;32;28;12;38;17
2020-02-07;7;21;30;13;22;17;13;72;30;16;16;36;20;14;38;58;62;37;17;19;45;67;9;39;17
2020-02-07;8;n/d;31;15;17;21;17;80;30;22;20;42;50;16;45;60;41;43;23;29;31;40;14;38;24
2020-02-07;9;27;28;18;28;27;18;88;29;22;25;36;33;15;65;65;47;48;21;26;41;52;16;46;28
2020-02-07;10;33;34;17;31;23;20;108;30;24;31;42;32;17;74;54;48;53;25;71;45;48;16;56;24
2020-02-07;11;34;37;18;26;28;19;111;37;26;29;50;34;n/d;64;62;52;61;22;85;43;56;19;48;23
2020-02-07;12;35;37;19;22;32;23;83;38;22;30;45;28;19;52;55;49;52;21;51;39;42;27;57;22
2020-02-07;13;34;33;16;20;27;26;82;34;22;31;45;30;14;50;n/d;48;48;22;62;37;47;24;64;20
2020-02-07;14;33;30;17;23;24;24;79;36;15;32;48;30;21;43;n/d;50;49;21;62;30;42;22;59;24
2020-02-07;15;31;29;16;15;19;26;76;45;15;27;39;30;18;32;57;48;66;20;68;32;39;21;54;24
2020-02-07;16;32;28;17;19;22;24;70;27;20;25;39;34;17;42;69;50;56;31;80;37;49;19;45;24
2020-02-07;17;30;25;18;19;20;27;70;23;18;29;41;39;18;50;49;46;53;28;71;47;47;19;49;28
2020-02-07;18;31;24;20;22;23;32;65;24;22;26;42;47;14;51;62;42;44;30;79;40;39;25;56;29
2020-02-07;19;37;24;26;23;24;39;59;28;19;23;45;46;18;65;48;44;48;30;66;46;55;31;65;41
2020-02-07;20;41;26;27;17;22;44;65;29;23;29;50;38;18;66;52;47;45;34;79;54;49;29;58;44
2020-02-07;21;41;28;28;22;27;39;79;25;20;32;48;36;23;53;60;54;44;34;27;57;49;24;71;44
2020-02-07;22;44;31;25;20;32;36;74;24;23;39;50;34;18;48;43;45;42;29;18;52;45;17;53;39
2020-02-07;23;40;34;24;20;26;35;60;25;25;36;42;32;19;39;46;40;41;28;16;47;42;18;48;31
2020-02-07;24;32;30;22;15;24;34;62;24;23;27;34;33;19;30;40;43;44;27;18;46;36;19;53;30
2020-02-08;1;31;28;25;21;21;25;58;21;22;28;38;26;18;34;35;41;41;23;15;36;36;28;44;25
2020-02-08;2;29;25;23;17;18;24;54;23;24;27;28;23;19;27;38;35;30;23;17;34;32;13;42;24
2020-02-08;3;25;24;20;14;14;19;45;23;23;24;32;23;15;23;26;26;25;18;13;27;29;16;34;23
2020-02-08;4;22;22;19;19;17;17;40;20;34;21;28;19;14;23;26;19;29;19;12;28;27;18;40;21
2020-02-08;5;21;18;20;15;16;17;52;18;26;20;24;19;16;29;26;21;34;19;15;33;24;15;38;21
2020-02-08;6;22;19;18;12;17;17;48;19;26;21;30;22;17;33;25;33;34;21;18;37;25;17;41;20
2020-02-08;7;22;23;16;11;17;17;45;19;20;20;30;24;14;25;31;29;31;20;13;31;58;14;42;19
2020-02-08;8;23;22;16;16;20;18;49;18;21;21;31;20;16;26;57;26;33;19;15;39;29;10;45;18
2020-02-08;9;29;20;18;14;15;18;50;20;11;20;31;23;13;41;41;29;41;23;22;41;26;19;51;21
2020-02-08;10;31;19;20;18;17;17;55;18;24;21;27;28;17;44;53;32;42;18;19;44;34;20;47;21
2020-02-08;11;34;17;20;13;16;17;43;21;36;21;26;25;16;43;42;27;48;18;38;38;31;14;33;23
2020-02-08;12;40;19;19;9;8;17;44;19;25;21;28;18;19;38;41;29;51;19;37;32;32;20;31;23
2020-02-08;13;34;16;18;12;17;20;45;19;15;19;25;23;15;31;29;27;42;24;25;35;26;19;28;22
2020-02-08;14;31;15;18;12;15;19;50;20;18;17;24;19;13;32;30;33;47;22;18;32;33;13;34;23
2020-02-08;15;25;16;21;11;17;17;42;18;12;16;36;22;11;32;35;31;38;22;20;30;32;19;35;20
2020-02-08;16;23;15;21;13;13;18;42;18;13;18;19;18;16;35;29;23;35;14;25;27;25;17;23;22
2020-02-08;17;21;17;19;14;19;18;48;15;12;17;22;14;14;27;22;20;20;18;23;22;21;13;30;21
2020-02-08;18;25;15;18;12;34;19;38;16;12;17;32;22;11;33;19;19;27;19;15;26;17;12;27;21
2020-02-08;19;25;15;20;10;22;24;43;15;16;18;22;22;14;26;18;21;35;19;21;22;21;12;29;21
2020-02-08;20;22;14;23;8;23;27;33;15;10;17;21;17;14;27;20;15;19;17;18;21;15;13;30;23
2020-02-08;21;22;12;22;10;18;29;28;12;15;14;11;18;14;23;23;14;19;17;11;23;18;12;26;22
2020-02-08;22;26;11;18;10;14;22;39;14;9;17;12;17;14;26;24;12;20;17;15;25;17;11;27;20
2020-02-08;23;24;14;19;9;12;23;29;14;9;19;24;20;13;19;18;13;21;17;14;22;18;13;28;17
2020-02-08;24;25;15;19;11;9;23;44;15;12;20;23;23;13;18;22;27;16;19;15;21;19;16;30;20
2020-02-09;1;25;16;19;8;9;17;37;16;13;20;26;16;16;13;19;21;19;14;13;16;18;18;25;19
2020-02-09;2;20;17;15;9;10;17;23;20;13;17;25;23;14;17;18;26;21;11;19;18;20;9;23;19
2020-02-09;3;20;16;17;8;13;18;23;16;15;18;22;15;16;18;15;18;15;12;12;18;20;9;17;18
2020-02-09;4;19;15;17;12;10;12;26;16;13;16;19;15;12;14;18;13;17;9;12;16;19;8;16;16
2020-02-09;5;17;13;13;13;11;10;26;17;19;14;16;15;11;13;16;22;17;10;14;19;18;8;19;15
2020-02-09;6;15;13;13;10;14;10;20;14;14;14;22;13;13;11;18;9;19;16;11;17;18;11;14;13
2020-02-09;7;19;13;13;8;14;11;25;13;17;14;15;13;12;11;22;12;17;13;15;18;15;10;19;14
2020-02-09;8;15;12;13;11;13;11;36;17;17;15;12;15;12;17;18;15;21;14;13;21;20;14;20;12
2020-02-09;9;15;11;12;10;13;10;35;16;18;13;14;9;10;13;16;17;26;12;9;16;15;16;20;12
2020-02-09;10;11;8;9;12;14;8;32;15;14;10;14;12;9;16;26;16;15;14;12;16;12;6;15;15
2020-02-09;11;15;13;8;8;9;7;38;14;8;15;6;9;8;18;26;20;26;9;10;24;14;7;23;12
2020-02-09;12;14;9;10;5;5;7;43;14;8;12;3;10;7;22;28;28;20;9;14;15;13;5;24;10
2020-02-09;13;15;8;7;7;5;6;35;13;7;11;10;13;8;17;36;28;50;12;9;21;17;7;19;10
2020-02-09;14;19;12;7;6;4;5;31;9;12;13;12;18;7;16;40;24;19;12;13;20;19;8;19;13
2020-02-09;15;19;13;7;1;5;3;34;10;12;11;2;13;8;18;23;26;27;11;11;11;13;5;13;14
2020-02-09;16;16;12;12;1;6;8;19;7;13;9;10;7;5;15;10;11;22;8;6;12;8;3;13;10
2020-02-09;17;4;2;8;2;5;6;18;5;7;2;13;3;3;11;14;8;18;5;6;10;14;5;13;10
2020-02-09;18;9;3;23;3;5;3;10;1;4;1;19;2;12;15;8;7;8;4;5;7;11;4;10;11
2020-02-09;19;14;8;21;1;5;n/d;11;8;7;6;14;3;8;14;12;6;8;2;3;5;6;2;6;12
2020-02-09;20;5;3;7;n/d;3;1;10;5;6;5;4;2;5;9;8;4;7;4;5;6;5;1;3;6
2020-02-09;21;6;1;3;n/d;2;4;15;4;5;0;2;1;4;8;7;3;8;6;3;5;4;0;2;2
2020-02-09;22;2;3;4;n/d;5;4;10;4;3;1;6;0;1;3;3;2;7;6;1;2;1;1;1;4
2020-02-09;23;2;2;1;n/d;5;0;10;3;4;0;n/d;0;2;0;3;4;10;5;0;1;2;3;4;3
2020-02-09;24;5;4;1;0;17;0;8;0;8;3;n/d;3;2;2;4;5;7;4;1;3;2;8;4;2
2020-02-10;1;8;7;21;4;19;3;20;7;18;7;n/d;10;1;4;15;14;10;7;2;11;10;4;16;6
2020-02-10;2;11;10;14;10;13;8;21;13;7;9;11;14;17;16;8;15;15;6;2;11;14;15;10;11
2020-02-10;3;14;11;10;21;21;14;33;18;23;13;18;24;22;26;28;39;28;26;17;24;24;20;29;13
2020-02-10;4;23;13;18;14;21;20;22;16;22;16;22;11;27;28;16;30;16;15;18;17;16;14;21;13
2020-02-10;5;17;10;11;13;21;11;27;10;20;11;15;15;23;16;17;19;27;20;8;19;18;15;15;15
2020-02-10;6;21;15;15;16;19;16;47;17;18;19;14;23;14;17;23;30;31;19;15;22;25;21;24;14
2020-02-10;7;11;14;15;7;11;15;28;16;13;14;14;14;18;19;10;13;25;14;16;9;14;16;9;16
2020-02-10;8;15;10;12;13;23;9;62;11;23;12;15;23;19;28;21;25;29;17;15;23;23;19;22;12
2020-02-10;9;25;17;16;24;25;15;100;17;27;22;30;34;25;39;34;39;33;27;16;31;40;22;26;17
2020-02-10;10;30;25;22;26;26;20;96;25;26;26;47;38;21;45;37;38;42;30;26;31;51;24;35;25
2020-02-10;11;32;27;26;31;30;20;91;26;33;30;48;39;29;47;38;52;55;35;25;39;52;35;43;30
2020-02-10;12;36;29;37;31;32;28;85;38;n/d;33;54;39;28;63;35;45;51;40;28;38;52;32;40;30
2020-02-10;13;39;27;33;25;27;30;74;38;n/d;32;44;39;22;49;41;44;54;33;34;55;48;22;41;28
2020-02-10;14;36;24;27;12;26;23;59;37;n/d;32;39;35;19;52;32;37;39;25;32;32;38;23;30;30
2020-02-10;15;26;16;20;19;16;17;33;29;n/d;24;30;24;18;32;30;26;29;21;15;21;27;21;24;24
2020-02-10;16;25;16;21;35;15;15;41;17;n/d;15;25;22;19;29;18;23;32;22;14;26;27;25;20;18
2020-02-10;17;31;16;28;36;21;15;32;15;n/d;16;34;16;23;34;24;19;36;26;23;22;20;29;31;16
2020-02-10;18;30;16;25;28;16;19;48;21;n/d;20;19;26;23;56;31;30;31;27;26;25;31;31;30;15
2020-02-10;19;28;18;27;23;21;21;39;25;n/d;24;28;26;25;39;26;30;36;24;25;26;29;27;26;22
2020-02-10;20;21;18;23;23;6;22;26;22;n/d;18;27;13;26;33;17;14;19;23;25;16;17;23;16;16
2020-02-10;21;5;6;10;5;7;8;30;12;n/d;6;8;7;12;17;7;13;10;5;4;4;8;7;5;5
2020-02-10;22;8;6;8;9;14;2;25;13;n/d;7;6;12;7;11;9;12;16;7;8;10;13;8;14;8
2020-02-10;23;10;11;9;13;18;7;28;11;n/d;9;16;17;6;8;16;19;19;12;8;17;15;11;15;9
2020-02-10;24;13;16;12;18;24;8;23;14;n/d;13;16;20;7;12;19;21;20;16;9;17;21;7;17;11
2020-02-11;1;16;16;15;13;17;14;21;15;n/d;16;19;15;6;17;14;16;15;12;13;12;15;4;17;13
2020-02-11;2;11;7;13;8;5;12;13;11;n/d;10;12;9;10;12;10;9;9;7;9;9;6;8;5;12
2020-02-11;3;4;2;6;6;4;4;9;4;n/d;5;8;7;12;13;6;10;8;3;4;5;4;9;5;5
2020-02-11;4;4;5;4;9;4;3;18;4;n/d;1;8;9;13;20;7;10;11;8;4;6;5;13;9;4
2020-02-11;5;9;9;6;12;10;6;23;8;n/d;8;9;7;24;16;8;8;12;13;7;9;9;12;15;6
2020-02-11;6;9;5;8;9;10;5;18;11;n/d;7;10;4;16;25;9;13;17;12;9;9;9;11;14;7
2020-02-11;7;6;4;4;9;8;1;27;13;n/d;6;9;4;16;18;6;11;20;10;8;10;9;9;8;7
2020-02-11;8;9;3;9;13;11;4;35;8;n/d;5;14;11;7;14;8;15;19;12;5;12;22;9;9;5
2020-02-11;9;14;10;12;14;10;9;34;12;n/d;10;22;20;12;28;13;21;30;15;10;17;33;8;20;9
2020-02-11;10;16;12;13;11;12;13;35;16;n/d;15;30;15;11;33;15;23;22;11;9;11;28;11;16;14
2020-02-11;11;15;9;13;12;15;11;79;11;n/d;10;54;16;12;37;19;22;41;19;22;19;35;15;20;13
2020-02-11;12;18;11;11;16;17;10;65;16;n/d;13;28;16;13;30;24;27;34;19;23;27;28;9;19;16
2020-02-11;13;17;11;13;15;17;11;58;20;n/d;12;29;18;15;23;19;29;n/d;21;15;22;34;8;20;15
2020-02-11;14;19;15;14;12;10;11;62;17;n/d;17;33;12;9;20;11;26;n/d;11;18;23;22;9;13;19
2020-02-11;15;10;8;12;12;9;7;57;12;n/d;9;14;10;11;18;14;15;n/d;13;13;15;30;8;9;12
2020-02-11;16;10;9;8;10;6;7;53;10;n/d;6;16;12;8;11;11;18;19;7;13;8;14;6;12;10
2020-02-11;17;10;6;7;8;7;5;52;n/d;8;7;11;9;5;7;7;9;20;11;16;8;10;4;9;9
2020-02-11;18;10;5;7;8;7;4;28;13;5;6;18;7;5;8;15;11;10;8;16;8;9;9;10;9
2020-02-11;19;7;3;7;9;8;4;45;10;2;6;8;6;8;14;11;12;18;5;13;14;12;7;8;7
2020-02-11;20;13;6;7;12;13;4;39;11;7;7;13;12;6;24;12;17;16;11;8;15;11;11;9;9
2020-02-11;21;13;9;10;12;15;9;40;11;12;11;14;11;7;21;13;15;18;9;8;12;15;14;17;12
2020-02-11;22;14;11;10;15;9;11;34;9;10;10;17;10;6;20;9;16;19;9;13;12;20;9;17;12
2020-02-11;23;12;9;10;16;10;10;34;11;11;10;19;14;9;14;11;20;22;11;10;13;20;11;17;10
2020-02-11;24;10;12;11;15;14;14;26;10;13;10;26;10;8;13;14;16;16;13;9;17;20;10;16;13
2020-02-12;1;11;11;10;12;12;14;26;12;12;11;16;15;6;10;16;14;15;11;7;13;18;18;16;12
2020-02-12;2;14;10;12;15;11;12;28;12;15;13;15;15;9;15;18;17;16;12;10;14;15;9;17;13
2020-02-12;3;15;12;12;15;14;10;30;13;12;13;16;17;10;17;14;16;22;16;9;14;18;8;15;15
2020-02-12;4;16;12;13;15;12;10;30;12;16;13;12;15;9;17;9;20;22;13;12;16;12;12;18;15
2020-02-12;5;14;12;13;14;12;11;40;12;12;12;19;12;11;23;16;19;26;19;13;18;18;17;19;14
2020-02-12;6;13;15;14;17;12;12;63;10;12;13;23;15;10;24;12;22;36;18;16;20;20;11;28;17
2020-02-12;7;13;13;14;13;11;14;56;12;9;13;25;21;8;32;18;25;40;18;12;22;33;11;25;16
2020-02-12;8;20;12;17;15;14;17;58;17;16;15;35;21;10;32;25;28;41;18;23;26;40;13;26;17
2020-02-12;9;20;13;17;16;13;19;59;22;14;15;43;24;10;34;27;28;41;22;21;28;43;12;25;20
2020-02-12;10;17;13;16;14;12;20;109;20;10;16;36;22;13;45;18;27;49;19;27;24;35;10;34;20
2020-02-12;11;16;11;16;18;13;16;78;19;11;14;28;16;11;34;18;25;39;14;28;23;29;8;21;16
2020-02-12;12;17;9;14;15;14;11;82;15;11;12;21;n/d;12;n/d;15;19;35;14;20;16;27;11;10;16
2020-02-12;13;13;8;11;13;11;7;63;n/d;12;9;21;10;9;n/d;14;24;37;12;18;19;28;7;9;12
2020-02-12;14;15;9;9;19;11;8;73;12;12;11;24;9;7;n/d;17;18;41;10;24;21;26;6;12;12
2020-02-12;15;20;10;10;13;9;10;80;15;8;10;23;14;6;20;18;26;40;9;19;16;22;7;17;14
2020-02-12;16;20;8;11;12;14;9;65;15;7;11;25;10;11;26;15;21;40;11;26;16;26;11;12;14
2020-02-12;17;16;9;12;16;14;9;85;15;12;7;25;14;10;31;13;23;47;17;25;23;25;12;17;14
2020-02-12;18;16;10;17;23;17;10;70;16;12;9;26;16;11;42;32;28;55;13;40;28;38;15;42;20
2020-02-12;19;24;12;27;21;26;21;38;23;11;13;27;33;9;48;39;33;37;21;36;38;32;18;35;27
2020-02-12;20;23;13;23;19;24;23;38;20;16;14;36;23;11;38;37;30;42;20;28;37;28;15;50;31
2020-02-12;21;26;14;20;19;30;21;39;17;30;17;34;26;14;26;32;25;26;29;30;38;28;11;54;35
2020-02-12;22;25;13;18;14;25;22;46;17;12;19;25;25;14;31;42;33;21;27;16;36;32;9;49;35
2020-02-12;23;21;13;14;9;11;18;46;13;22;18;32;22;12;20;30;23;18;16;18;38;28;9;32;21
2020-02-12;24;20;15;12;11;13;12;34;10;7;17;24;18;10;11;23;25;27;16;14;30;24;7;33;16
2020-02-13;1;20;15;11;10;11;13;32;12;7;17;18;13;10;13;20;20;15;11;17;27;20;16;26;14
2020-02-13;2;17;14;10;10;8;13;23;9;14;16;19;11;10;15;13;18;13;9;2;16;17;10;23;13
2020-02-13;3;14;11;11;10;6;10;20;9;9;13;12;10;9;15;14;15;9;11;3;17;11;8;19;10
2020-02-13;4;12;10;10;14;7;8;32;10;7;9;14;15;8;18;14;12;13;8;6;20;11;10;19;8
2020-02-13;5;14;9;10;11;8;7;40;11;10;11;16;17;12;13;21;14;27;10;15;21;11;11;22;11
2020-02-13;6;13;10;11;11;6;6;37;12;8;11;18;19;11;17;23;17;29;8;15;20;19;10;38;9
2020-02-13;7;16;11;11;12;9;8;20;8;9;13;7;13;9;18;11;13;16;10;18;12;16;7;22;10
2020-02-13;8;15;9;8;10;7;7;21;8;9;10;9;9;6;12;8;13;15;7;6;11;11;5;11;10
2020-02-13;9;18;8;10;10;8;5;20;9;6;10;6;13;5;12;12;15;15;10;3;9;14;7;13;6
2020-02-13;10;11;9;7;12;9;10;39;8;8;6;13;9;6;12;9;12;29;11;3;12;15;7;17;4
2020-02-13;11;10;6;3;15;28;10;47;n/d;28;8;22;15;11;22;16;25;29;14;5;19;23;26;22;6
2020-02-13;12;21;17;14;28;25;14;124;15;31;n/d;30;29;16;19;28;43;39;24;14;28;38;23;28;16
2020-02-13;13;30;25;14;24;26;19;111;23;26;n/d;34;23;21;27;27;43;39;28;23;30;42;24;41;24
